player_id,team_id,player_name,player_shirt_number,player_age,player_height,player_nationality,player_positions,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,Crosses,LongB,ThrB,strengths,weaknesses,player_style,name_lower,RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerMarketValue
126,5,Diego Carlos,3,32,186,Brazil,['Defender Centre'],21,1587,0,0,6,0,0.3,89.3,1.1,0,6.32,1.0,0.6,1.2,0.6,2.9,0.1,0.5,0,0.1,0.1,0.0,0.2,0.1,52.6,0.0,3.2,0.0,[],"['Aerial Duels', 'Tackling']","['Does not dive into tackles', 'Commits fouls often']",diego carlos,1679742361-3982,Aston Villa,Premier League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,€30 million
129,5,Emiliano Buendía,16,28,172,Argentina,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",33,634,3,0,2,0,0.5,80.7,0.2,2,6.26,0.5,0.1,0.5,0.0,0.1,0.4,0.0,0,0.3,0.6,0.0,0.7,0.6,10.7,0.0,0.3,0.0,"['Headed attempts', 'Through balls', 'Key passes', 'Defensive contribution']",[],"['Likes to do layoffs', 'Gets fouled often', 'Likes to tackle']",emiliano buendía,1679742361-3969,Aston Villa,Premier League,X Speedportal+,Speedskin,adidas,Pearlized,Speed,Attack,Lionel Messi,€28 million
131,6,Erling Haaland,9,24,194,Norway,['Forward'],54,4167,43,4,2,0,4.0,69.1,1.7,9,7.47,0.3,0.2,0.7,0.0,0.6,0.2,0.1,0,0.9,0.4,0.1,0.7,1.3,11.9,0.0,0.1,0.0,"['Finishing', 'Headed attempts', 'Long shots']","['Passing', 'Defensive contribution']","['Likes to play short passes', 'Does not dive into tackles']",erling haaland,1679742361-4042,Manchester City,Premier League,Phantom GX,Gripknit,Nike,,Control,Midfield,Erling Haaland,€170 million
132,6,Jérémy Doku,11,22,173,Belgium,"['Midfielder Left', 'Midfielder Right']",49,2488,6,9,1,0,1.0,84.4,0.0,4,7.14,1.1,0.1,0.5,0.0,0.0,0.3,0.0,0,1.5,1.4,0.2,2.1,2.0,26.5,0.5,0.3,0.1,"['Passing', 'Dribbling', 'Holding on to the ball', 'Key passes']",['Finishing'],"['Likes to dribble', 'Likes to play short passes']",jérémy doku,1679742361-1882,Stade Rennais,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,€18 million
133,6,Omar Marmoush,7,26,183,Egypt,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Forward']",50,2969,27,11,3,0,3.6,81.7,0.4,10,7.59,0.7,0.3,0.7,0.0,0.2,0.4,0.1,0,1.6,2.2,0.4,1.7,3.3,18.7,1.1,0.3,0.1,"['Finishing', 'Long shots', 'Direct free-kicks', 'Crossing', 'Key passes', 'Dribbling', 'Taking set-pieces']",['Aerial Duels'],"['Likes to dribble', 'Counter attack threat', 'Gets fouled often', 'Likes to cut inside', 'Likes to shoot from distance']",omar marmoush,1679742361-13,VfL Wolfsburg,Bundesliga,Mercurial Vapor XIII,Flyknit,Nike,Neighborhood,Speed,Attack,Cristiano Ronaldo,€6 million
134,6,Kevin De Bruyne,17,33,181,Belgium,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",48,2764,10,9,4,0,2.2,80.6,0.3,4,7.0,0.8,0.2,0.7,0.0,0.3,0.6,0.0,0,2.1,0.6,0.2,1.1,1.0,37.9,1.3,1.5,0.3,"['Through balls', 'Key passes', 'Taking set-pieces', 'Direct free-kicks', 'Long shots', 'Passing']","['Aerial Duels', 'Defensive contribution', 'Tackling']","['Likes to shoot from distance', 'Likes to do layoffs', 'Does not dive into tackles']",kevin de bruyne,1679742361-4049,Manchester City,Premier League,Phantom GX DF,Gripknit,Nike,,Control,Midfield,Erling Haaland,€80 million
135,6,Josko Gvardiol,24,23,185,Croatia,"['Defender Centre', 'Defender Left']",59,4529,6,1,3,0,0.9,91.7,1.2,3,6.85,1.5,1.1,0.7,0.3,2.6,0.5,0.6,0,0.6,0.7,0.1,0.5,0.7,64.5,0.1,1.6,0.1,"['Holding on to the ball', 'Passing', 'Dribbling']",['Crossing'],['Likes to play short passes'],josko gvardiol,1679742361-429,RB Leipzig,Bundesliga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€75 million
136,6,Mateo Kovacic,8,31,177,Croatia,"['Midfielder Centre', 'Midfielder Left']",49,3008,7,1,7,0,1.3,92.7,0.3,3,6.87,2.0,0.7,0.7,0.0,0.6,1.0,0.0,0,1.0,0.8,0.0,1.0,0.7,56.5,0.0,1.3,0.2,"['Passing', 'Long shots', 'Through balls', 'Dribbling', 'Tackling', 'Concentration']",[],"['Indirect set-piece threat', 'Likes to play short passes', 'Likes to shoot from distance']",mateo kovacic,1679742361-4106,Chelsea,Premier League,King Ultimate,K-Better,Puma,Supercharge,Heritage,,Oleksandr Zinchenko,€40 million
138,6,Bernardo Silva,20,30,173,Portugal,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",55,3873,5,4,10,0,1.0,90.4,0.1,2,6.81,1.5,0.5,0.7,0.0,0.8,0.8,0.2,0,1.5,0.8,0.1,0.9,0.7,48.1,0.3,1.1,0.0,"['Passing', 'Holding on to the ball', 'Key passes', 'Concentration']",[],[],bernardo silva,1679742361-4048,Manchester City,Premier League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€80 million
138,6,Bernardo Silva,20,30,173,Portugal,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",55,3873,5,4,10,0,1.0,90.4,0.1,2,6.81,1.5,0.5,0.7,0.0,0.8,0.8,0.2,0,1.5,0.8,0.1,0.9,0.7,48.1,0.3,1.1,0.0,"['Passing', 'Holding on to the ball', 'Key passes', 'Concentration']",[],[],bernardo silva,1679742361-636,Red Bull Salzburg,Champions League,Morelia Neo III Beta,,Mizuno,Pre-Future,,,James Rodríguez,€3 million
138,6,Bernardo Silva,20,30,173,Portugal,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",55,3873,5,4,10,0,1.0,90.4,0.1,2,6.81,1.5,0.5,0.7,0.0,0.8,0.8,0.2,0,1.5,0.8,0.1,0.9,0.7,48.1,0.3,1.1,0.0,"['Passing', 'Holding on to the ball', 'Key passes', 'Concentration']",[],[],bernardo silva,1679742361-2634,Panathinaikos,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€4 million
140,6,Phil Foden,47,24,171,England,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",58,3414,10,4,3,0,2.1,89.6,0.2,1,6.8,0.5,0.2,0.2,0.0,0.3,0.4,0.0,0,1.4,1.0,0.1,1.0,1.3,35.8,0.9,1.1,0.1,"['Passing', 'Holding on to the ball', 'Key passes', 'Through balls', 'Finishing', 'Long shots', 'Direct free-kicks']","['Aerial Duels', 'Tackling']","['Likes to do layoffs', 'Likes to shoot from distance', 'Likes to cut inside', 'Gets fouled often', 'Does not dive into tackles']",phil foden,1679742361-4040,Manchester City,Premier League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€110 million
141,6,Matheus Nunes,27,26,183,Portugal,"['Defender Right', 'Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",42,2280,5,8,7,0,0.6,89.8,0.5,3,6.84,1.4,0.6,1.1,0.1,0.9,0.6,0.1,0,0.9,0.8,0.2,0.8,1.3,41.4,0.5,1.0,0.1,"['Passing', 'Crossing', 'Key passes', 'Holding on to the ball', 'Defensive contribution']","['Finishing', 'Concentration', 'Tackling']","['Likes to do layoffs', 'Does not dive into tackles']",matheus nunes,1679742361-3606,Wolves,Premier League,Copa Pure+,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€45 million
142,6,Rúben Dias,3,28,187,Portugal,['Defender Centre'],48,3339,1,0,8,0,0.6,93.6,1.6,0,6.61,0.7,0.8,0.7,0.6,2.5,0.2,0.7,1,0.2,0.3,0.0,0.1,0.2,81.9,0.0,2.3,0.0,"['Passing', 'Concentration']",['Aerial Duels'],['Likes to play short passes'],rúben dias,1679742361-4058,Manchester City,Premier League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€75 million
143,6,Ilkay Gündogan,19,34,180,Germany,['Midfielder Centre'],57,3010,3,6,2,0,1.0,92.1,0.4,1,6.62,0.7,0.4,0.4,0.0,0.5,0.4,0.0,0,1.0,0.7,0.0,0.7,0.8,47.0,0.3,1.3,0.1,"['Key passes', 'Passing', 'Taking set-pieces', 'Concentration']","['Tackling', 'Aerial Duels']","['Likes to do layoffs', 'Likes to play short passes', 'Does not dive into tackles']",ilkay gündogan,1679742361-4045,Manchester City,Premier League,Copa Sense.1,K-Leather,adidas,Al Rihla,Control,Midfield,Paulo Dybala,€25 million
144,6,Nico González,14,23,188,Spain,['Midfielder Centre'],41,2752,8,5,15,1,1.3,90.3,2.0,1,6.99,1.9,0.4,1.9,0.0,1.1,0.5,0.1,0,0.6,0.9,0.0,1.1,0.9,54.5,0.0,1.8,0.0,"['Passing', 'Long shots', 'Dribbling', 'Tackling']",['Discipline'],"['Indirect set-piece threat', 'Likes to play short passes', 'Commits fouls often']",nico gonzález,1679742361-1290,Valencia CF,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€10 million
145,6,Ederson,31,31,188,Brazil,['Goalkeeper'],43,2982,0,4,4,0,0.0,86.6,0.1,1,6.51,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0,0.1,0.0,0.0,0.0,0.0,30.5,0.0,5.0,0.0,"['Long passing', 'Shot stopping (Reflexes)', 'Concentration']","['Discipline', 'Catching crosses']",['Comes off his line often'],ederson,1679742361-4061,Manchester City,Premier League,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€45 million
147,6,Stefan Ortega,18,32,185,Germany,['Goalkeeper'],20,1459,0,0,2,0,0.0,79.9,0.1,0,6.53,0.0,0.0,0.1,0.0,0.9,0.1,0.0,0,0.0,0.1,0.0,0.0,0.0,29.4,0.0,4.3,0.0,['Concentration'],['Catching crosses'],[],stefan ortega,1679742361-4060,Manchester City,Premier League,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€6 million
148,6,Nathan Aké,6,30,180,Netherlands,"['Defender Centre', 'Defender Left', 'Defensive Midfielder C']",29,1660,0,1,1,0,0.3,93.1,1.0,0,6.51,0.8,0.4,0.4,0.3,1.9,0.3,0.3,0,0.3,0.1,0.1,0.2,0.3,47.6,0.0,0.9,0.0,"['Holding on to the ball', 'Passing', 'Concentration']",[],"['Indirect set-piece threat', 'Likes to play short passes', 'Does not dive into tackles']",nathan aké,1679742361-4054,Manchester City,Premier League,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€35 million
149,6,Jack Grealish,10,29,180,England,"['Midfielder Centre', 'Midfielder Left', 'Forward']",35,1416,5,2,5,0,0.9,90.4,0.1,1,6.65,0.7,0.1,0.3,0.0,0.3,0.2,0.1,0,1.4,1.6,0.0,0.8,0.8,28.4,0.1,0.7,0.1,"['Holding on to the ball', 'Passing', 'Through balls']","['Crossing', 'Discipline', 'Defensive contribution']","['Gets fouled often', 'Likes to play short passes', 'Does not dive into tackles']",jack grealish,1679742361-4041,Manchester City,Premier League,Future Ultimate Low,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€70 million
150,6,Rico Lewis,82,20,169,England,"['Defender Left', 'Defender Right', 'Midfielder Centre']",47,3113,2,4,3,1,0.4,91.6,0.2,0,6.51,1.2,0.5,0.4,0.2,1.3,0.3,0.2,0,0.8,1.2,0.0,0.7,0.9,46.4,0.0,0.8,0.1,"['Passing', 'Holding on to the ball', 'Concentration']","['Aerial Duels', 'Crossing', 'Discipline', 'Tackling']","['Likes to play short passes', 'Does not dive into tackles']",rico lewis,1679742361-4052,Manchester City,Premier League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€15 million
151,6,Manuel Akanji,25,29,186,Switzerland,"['Defender Centre', 'Defender Left', 'Defender Right', 'Defensive Midfielder C']",47,3444,0,1,5,0,0.4,94.1,1.1,0,6.48,0.7,0.4,0.6,0.7,2.4,0.3,0.5,0,0.4,0.3,0.0,0.1,0.2,71.3,0.1,2.3,0.0,"['Passing', 'Holding on to the ball']","['Aerial Duels', 'Tackling']","['Likes to play short passes', 'Does not dive into tackles']",manuel akanji,1679742361-4053,Manchester City,Premier League,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€30 million
153,6,John Stones,5,30,188,England,"['Defender Centre', 'Defender Right', 'Defensive Midfielder C']",34,2046,3,2,3,0,0.2,93.9,1.3,0,6.62,0.7,0.3,0.3,0.4,1.7,0.1,0.6,0,0.4,0.3,0.0,0.0,0.3,58.8,0.0,2.6,0.0,['Passing'],"['Tackling', 'Concentration']","['Likes to play short passes', 'Likes to do layoffs', 'Does not dive into tackles']",john stones,1679742361-4057,Manchester City,Premier League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€30 million
161,7,Morgan Gibbs-White,10,25,171,England,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",39,2759,7,9,11,1,1.7,81.7,1.1,4,6.99,1.2,0.7,1.1,0.0,0.8,0.5,0.1,0,1.5,1.1,0.2,1.2,2.0,34.3,0.4,1.5,0.2,"['Crossing', 'Key passes', 'Taking set-pieces']",[],"['Plays the ball off the ground often', 'Likes to play long balls', 'Likes to cross', 'Does not dive into tackles']",morgan gibbs-white,1679742361-3683,Nottingham Forest,Premier League,Phantom GX,Gripknit,Nike,,Control,Midfield,Erling Haaland,€30 million
162,7,Chris Wood,11,33,191,New Zealand,['Forward'],40,2888,20,3,1,0,1.9,64.5,2.7,2,7.0,0.2,0.1,0.7,0.0,0.8,0.2,0.2,0,0.6,0.7,0.8,0.8,2.2,13.5,0.0,0.4,0.0,"['Headed attempts', 'Finishing']","['Holding on to the ball', 'Passing', 'Defensive contribution']","['Likes to do flick ons', 'Plays the ball off the ground often', 'Does not dive into tackles']",chris wood,1679742361-3671,Nottingham Forest,Premier League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€10 million
163,7,Elliot Anderson,8,22,179,Scotland,"['Midfielder Centre', 'Midfielder Left']",41,2733,2,6,10,0,1.1,82.2,1.5,3,6.98,2.5,0.8,1.3,0.0,1.8,1.7,0.2,0,1.0,1.6,0.1,1.3,1.6,34.7,0.6,1.2,0.1,"['Dribbling', 'Aerial Duels', 'Taking set-pieces', 'Through balls', 'Ball interception', 'Tackling']",['Passing'],"['Gets fouled often', 'Likes to dribble', 'Likes to tackle']",elliot anderson,1679742361-3713,Newcastle United,Premier League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€4 million
165,7,Neco Williams,7,24,183,Wales,"['Defender Left', 'Defender Right', 'Midfielder Left', 'Midfielder Right']",46,3275,1,5,10,0,1.0,83.6,1.1,2,6.97,2.5,0.8,0.7,0.1,3.3,1.0,0.3,0,0.6,1.3,0.0,0.7,1.0,28.5,0.3,1.1,0.0,"['Tackling', 'Blocking the ball', 'Concentration', 'Ball interception']","['Holding on to the ball', 'Passing']",['Likes to tackle'],neco williams,1679742361-3700,Nottingham Forest,Premier League,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€18 million
166,7,Callum Hudson-Odoi,14,24,182,England,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",35,2224,5,2,2,0,1.2,89.0,0.1,1,6.88,0.7,0.4,0.4,0.0,0.4,0.2,0.0,0,1.4,0.8,0.3,0.7,1.5,24.2,0.5,0.8,0.1,"['Long shots', 'Holding on to the ball', 'Passing']","['Aerial Duels', 'Defensive contribution']",['Does not dive into tackles'],callum hudson-odoi,1679742361-385,Bayer 04 Leverkusen,Bundesliga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€25 million
167,7,Anthony Elanga,21,23,178,Sweden,"['Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",48,2521,6,11,1,0,1.1,78.8,0.6,1,6.76,0.5,0.2,0.2,0.0,0.5,0.3,0.0,0,1.3,1.1,0.4,1.1,1.9,16.1,1.1,0.3,0.1,"['Taking set-pieces', 'Key passes', 'Long shots', 'Direct free-kicks']","['Holding on to the ball', 'Passing', 'Offside awareness', 'Defensive contribution']","['Likes to cross', 'Likes to play short passes', 'Counter attack threat', 'Does not dive into tackles']",anthony elanga,1679742361-3734,Manchester United,Premier League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€25 million
168,7,Matz Sels,26,33,188,Belgium,['Goalkeeper'],44,3420,0,0,4,0,0.0,48.3,0.4,1,6.81,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0,0.0,0.3,0.0,0.0,0.0,23.3,0.0,6.7,0.0,"['Long passing', 'Concentration', 'Shot stopping (Reflexes)']","['Saving long shots', 'Catching crosses']",['Likes to punch the ball'],matz sels,1679742361-1827,RC Strasbourg Alsace,Ligue 1,Tiempo Legend VIII,K Leather / Flyknit,Nike,Spectrum Pack,Heritage,Defence,Virgil van Dijk,€8 million
169,7,Ola Aina,34,28,184,Nigeria,"['Defender Centre', 'Defender Left', 'Defender Right', 'Midfielder Left', 'Midfielder Right']",40,2920,2,1,4,0,0.3,80.1,0.4,3,6.77,1.6,1.0,0.6,0.2,3.0,0.8,0.4,0,0.4,1.0,0.1,0.6,1.3,29.3,0.3,0.8,0.0,['Dribbling'],"['Aerial Duels', 'Holding on to the ball', 'Passing']","['Likes to dribble', 'Does not dive into tackles']",ola aina,1679742361-4205,Torino FC,Serie A,X Speedportal 99 Leather.1,K-Leather,adidas,,Speed,Attack,Lionel Messi,€4 million
170,7,Nicolás Domínguez,16,26,179,Argentina,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",38,2024,0,1,11,0,0.6,87.3,0.7,0,6.63,2.7,0.9,1.0,0.0,1.5,1.2,0.3,0,0.4,0.6,0.0,0.3,0.7,28.3,0.1,0.6,0.1,"['Holding on to the ball', 'Tackling', 'Defensive contribution', 'Aerial Duels', 'Ball interception']","['Crossing', 'Finishing']","['Likes to play short passes', 'Indirect set-piece threat', 'Likes to tackle']",nicolás domínguez,1679742361-4531,Bologna FC,Serie A,Phantom GT2,Flyknit,Nike,Progress,,Midfield,Erling Haaland,€15 million
171,7,Ryan Yates,22,27,190,England,['Midfielder Centre'],38,1887,4,1,12,0,1.0,82.3,1.4,0,6.56,1.2,0.8,1.5,0.0,1.8,0.6,0.3,0,0.5,1.4,0.2,0.5,0.7,21.5,0.0,0.3,0.0,"['Aerial Duels', 'Concentration', 'Blocking the ball']",['Passing'],"['Gets fouled often', 'Likes to tackle', 'Commits fouls often']",ryan yates,1679742361-3680,Nottingham Forest,Premier League,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€8 million
172,7,Álex Moreno,19,31,179,Spain,"['Defender Left', 'Midfielder Left']",19,1081,0,1,3,0,0.4,78.4,0.2,0,6.52,1.6,1.0,0.8,0.1,2.4,1.6,0.4,0,0.6,0.4,0.0,0.4,0.9,21.4,0.4,0.4,0.1,['Dribbling'],"['Aerial Duels', 'Crossing', 'Tackling']","['Likes to dribble', 'Likes to cross']",álex moreno,1679742361-3978,Aston Villa,Premier League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€20 million
173,7,Ibrahim Sangaré,6,27,191,Ivory Coast,['Defensive Midfielder C'],19,594,1,1,4,0,0.1,85.9,0.7,0,6.43,1.9,0.5,1.1,0.0,0.9,0.7,0.3,0,0.4,0.5,0.0,0.2,0.4,23.2,0.2,0.7,0.1,"['Tackling', 'Through balls', 'Blocking the ball', 'Ball interception']",['Discipline'],"['Likes to play long balls', 'Likes to tackle', 'Commits fouls often']",ibrahim sangaré,1679742361-1015,PSV Eindhoven,Europa League,Ultra 1.3,,Puma,Faster Football,Speed,,Antoine Griezmann,€35 million
174,7,Harry Toffolo,15,29,183,England,"['Defender Left', 'Midfielder Left']",7,135,0,0,1,0,0.3,77.8,0.3,0,6.45,1.3,0.5,0.3,0.3,2.5,0.3,0.5,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.3,0.0,"['Blocking the ball', 'Aerial Duels', 'Crossing', 'Defensive contribution']","['Finishing', 'Passing', 'Concentration']","['Plays the ball off the ground often', 'Likes to cross', 'Does not dive into tackles']",harry toffolo,1679742361-3699,Nottingham Forest,Premier League,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,€4 million
176,7,Danilo,28,24,176,,['Midfielder Centre'],13,275,0,0,0,0,0.0,80.3,0.1,0,6.36,1.0,0.5,0.3,0.0,0.3,0.4,0.1,0,0.0,0.0,0.0,0.0,0.8,14.6,0.0,0.8,0.0,"['Dribbling', 'Ball interception', 'Blocking the ball']","['Finishing', 'Passing', 'Defensive contribution', 'Tackling']","['Likes to play long balls', 'Indirect set-piece threat', 'Does not dive into tackles']",danilo,1679742361-1179,Feyenoord,Europa League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€5 million
176,7,Danilo,28,24,176,,['Midfielder Centre'],13,275,0,0,0,0,0.0,80.3,0.1,0,6.36,1.0,0.5,0.3,0.0,0.3,0.4,0.1,0,0.0,0.0,0.0,0.0,0.8,14.6,0.0,0.8,0.0,"['Dribbling', 'Ball interception', 'Blocking the ball']","['Finishing', 'Passing', 'Defensive contribution', 'Tackling']","['Likes to play long balls', 'Indirect set-piece threat', 'Does not dive into tackles']",danilo,1679742361-3679,Nottingham Forest,Premier League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€25 million
176,7,Danilo,28,24,176,,['Midfielder Centre'],13,275,0,0,0,0,0.0,80.3,0.1,0,6.36,1.0,0.5,0.3,0.0,0.3,0.4,0.1,0,0.0,0.0,0.0,0.0,0.8,14.6,0.0,0.8,0.0,"['Dribbling', 'Ball interception', 'Blocking the ball']","['Finishing', 'Passing', 'Defensive contribution', 'Tackling']","['Likes to play long balls', 'Indirect set-piece threat', 'Does not dive into tackles']",danilo,1679742361-4645,Juventus,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€12 million
177,7,Willy-Arnaud Boly,30,34,195,Ivory Coast,['Defender Centre'],12,268,0,0,1,0,0.1,80.6,1.3,0,6.41,1.1,0.9,0.1,0.3,2.1,0.1,0.4,0,0.0,0.0,0.0,0.0,0.1,15.7,0.0,1.0,0.0,"['Aerial Duels', 'Tackling', 'Ball interception']","['Passing', 'Discipline']","['Plays the ball off the ground often', 'Indirect set-piece threat', 'Likes to tackle', 'Clears the ball out of defence often', 'Commits fouls often']",willy-arnaud boly,1679742361-3692,Nottingham Forest,Premier League,Tiempo Legend 9,Kangaroo Leather,Nike,Shadow,Modern C,Defence,Virgil van Dijk,€4 million
178,7,Morato,4,23,192,,"['Defender Centre', 'Defender Left']",30,985,0,0,6,0,0.1,78.1,0.4,0,6.32,0.9,0.5,0.4,0.1,2.8,0.4,0.2,0,0.0,0.1,0.0,0.1,0.2,14.0,0.0,0.6,0.0,['Tackling'],['Aerial Duels'],"['Likes to play short passes', 'Clears the ball out of defence often', 'Likes to tackle']",morato,1679742361-825,Benfica,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€15 million
182,7,Taiwo Awoniyi,9,27,183,Nigeria,['Forward'],33,523,2,0,0,0,0.5,65.1,0.6,0,6.06,0.2,0.0,0.4,0.0,0.3,0.0,0.0,0,0.1,0.4,0.0,0.7,0.8,4.2,0.0,0.0,0.0,"['Finishing', 'Headed attempts']","['Holding on to the ball', 'Aerial Duels', 'Passing', 'Offside awareness']","['Indirect set-piece threat', 'Likes to do flick ons', 'Likes to play short passes', 'Likes to do layoffs', 'Counter attack threat']",taiwo awoniyi,1679742361-3673,Nottingham Forest,Premier League,Mercurial Superfly 8,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,€20 million
183,8,Bryan Mbeumo,19,25,173,Cameroon,"['Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",47,3491,22,8,3,0,2.2,75.1,0.9,6,7.3,1.2,0.4,0.6,0.0,1.2,0.4,0.1,0,1.9,1.2,0.3,1.2,2.8,28.6,1.3,0.8,0.2,"['Taking set-pieces', 'Through balls', 'Crossing', 'Key passes', 'Finishing']",['Holding on to the ball'],"['Plays the ball off the ground often', 'Likes to cut inside', 'Likes to cross', 'Does not dive into tackles']",bryan mbeumo,1679742361-3915,Brentford FC,Premier League,Phantom GT2,Flyknit,Nike,Generation,,Midfield,Erling Haaland,€28 million
184,8,Yoane Wissa,11,28,176,DR Congo,"['Attacking Midfielder Left', 'Forward']",44,3002,21,4,4,0,2.5,80.2,0.8,1,6.99,0.6,0.2,0.9,0.1,0.5,0.5,0.2,0,0.8,1.4,0.4,0.9,2.1,15.5,0.0,0.4,0.0,"['Holding on to the ball', 'Finishing']",[],['Plays the ball off the ground often'],yoane wissa,1679742361-3917,Brentford FC,Premier League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€15 million
185,8,Mikkel Damsgaard,24,24,180,Denmark,"['Attacking Midfielder Centre', 'Attacking Midfielder Left']",48,3243,3,10,2,0,0.9,78.1,0.3,2,6.97,2.0,0.7,0.4,0.0,0.8,1.1,0.0,0,1.4,0.6,0.1,1.1,1.4,33.7,0.9,1.5,0.3,"['Through balls', 'Key passes', 'Dribbling', 'Tackling', 'Ball interception', 'Defensive contribution']","['Finishing', 'Holding on to the ball']","['Plays the ball off the ground often', 'Likes to play long balls', 'Likes to tackle']",mikkel damsgaard,1679742361-3919,Brentford FC,Premier League,Phantom GT2,Flyknit,Nike,Generation,,Midfield,Erling Haaland,€15 million
186,8,Mark Flekken,1,31,195,Netherlands,['Goalkeeper'],40,3487,0,2,1,0,0.0,72.4,0.1,2,6.91,0.1,0.0,0.0,0.0,1.2,0.2,0.0,0,0.1,0.1,0.0,0.0,0.1,42.5,0.0,9.2,0.0,"['Long passing', 'Concentration']",[],['Likes to punch the ball'],mark flekken,1679742361-264,SC Freiburg,Bundesliga,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€7 million
187,8,Nathan Collins,22,24,193,Ireland,"['Defender Centre', 'Defender Right']",51,4277,2,3,7,0,0.4,86.2,3.2,1,6.84,1.1,0.8,0.8,0.5,5.4,0.3,1.5,0,0.3,0.6,0.1,0.2,0.5,51.6,0.0,1.9,0.0,"['Blocking the ball', 'Aerial Duels']","['Passing', 'Tackling']","['Clears the ball out of defence often', 'Does not dive into tackles']",nathan collins,1679742361-3609,Wolves,Premier League,Tiempo Legend 9,Kangaroo Leather,Nike,,Modern C,Defence,Virgil van Dijk,€22 million
